project,rank,allmethod,exam,formular,win,methodid
Math66,102,368,0.2771739130434782,300,9,56
Math66,102,368,0.2771739130434782,300,9,56
Math66,102,368,0.2771739130434782,300,9,56
Math66,110,368,0.2989130434782608,300,9,56
Math66,110,368,0.2989130434782608,300,9,56
Math66,110,368,0.2989130434782608,300,9,56
Math66,86,368,0.233695652173913,300,9,49
Math66,2,368,0.0054347826086956,300,9,31
Math66,2,368,0.0054347826086956,300,9,31
Math66,2,368,0.0054347826086956,300,9,31
Math66,2,368,0.0054347826086956,300,9,31
Math66,2,368,0.0054347826086956,300,9,31
Math66,2,368,0.0054347826086956,300,9,31
Math66,2,368,0.0054347826086956,300,9,31
Math66,2,368,0.0054347826086956,300,9,31
Math66,2,368,0.0054347826086956,300,9,31
Math68,2,40,0.05,300,9,18
Math68,2,40,0.05,300,9,18
Math68,11,40,0.275,300,9,35
Math68,13,40,0.325,300,9,30
Math68,13,40,0.325,300,9,30
Math68,2,40,0.05,300,9,18
Math68,2,40,0.05,300,9,18
Math68,2,40,0.05,300,9,18
Math68,2,40,0.05,300,9,18
Math69,17,376,0.0452127659574468,300,9,140
Math70,3,6,0.5,300,9,5
Math71,64,263,0.2433460076045627,300,9,167
Math71,80,263,0.3041825095057034,300,9,162
Math72,1,8,0.125,300,9,6
Math72,7,8,0.875,300,9,3
Math73,2,8,0.25,300,9,3
Math74,103,746,0.1380697050938338,300,9,297
Math74,103,746,0.1380697050938338,300,9,297
Math74,103,746,0.1380697050938338,300,9,297
Math74,103,746,0.1380697050938338,300,9,297
Math75,9,48,0.1875,300,9,37
Math76,8,384,0.0208333333333333,300,9,14
Math76,8,384,0.0208333333333333,300,9,14
Math76,8,384,0.0208333333333333,300,9,14
Math76,8,384,0.0208333333333333,300,9,14
Math76,8,384,0.0208333333333333,300,9,14
Math76,8,384,0.0208333333333333,300,9,14
Math76,8,384,0.0208333333333333,300,9,14
Math76,8,384,0.0208333333333333,300,9,14
Math76,8,384,0.0208333333333333,300,9,14
Math76,8,384,0.0208333333333333,300,9,14
Math76,8,384,0.0208333333333333,300,9,14
Math76,8,384,0.0208333333333333,300,9,14
Math77,4,654,0.0061162079510703,300,9,405
Math77,25,654,0.0382262996941896,300,9,301
Math77,25,654,0.0382262996941896,300,9,301
Math77,25,654,0.0382262996941896,300,9,301
Math77,25,654,0.0382262996941896,300,9,182
Math77,25,654,0.0382262996941896,300,9,182
Math77,25,654,0.0382262996941896,300,9,182
Math77,25,654,0.0382262996941896,300,9,182
Math77,25,654,0.0382262996941896,300,9,182
Math77,25,654,0.0382262996941896,300,9,182
Math78,26,59,0.4406779661016949,300,9,56
Math78,31,59,0.5254237288135594,300,9,13
Math78,31,59,0.5254237288135594,300,9,13
Math79,37,43,0.8604651162790697,300,9,17
Math79,37,43,0.8604651162790697,300,9,17
Math82,22,425,0.0517647058823529,300,9,91
Math83,32,425,0.0752941176470588,300,9,184
Math83,1,425,0.0023529411764705,300,9,142
Math83,1,425,0.0023529411764705,300,9,142
Math87,27,235,0.1148936170212766,300,9,126
Math87,27,235,0.1148936170212766,300,9,126
Math87,25,235,0.1063829787234042,300,9,91
Math87,25,235,0.1063829787234042,300,9,91
Math88,1,235,0.0042553191489361,300,9,134
Math88,1,235,0.0042553191489361,300,9,134
Math88,1,235,0.0042553191489361,300,9,134
Math88,1,235,0.0042553191489361,300,9,134
Math88,1,235,0.0042553191489361,300,9,134
Math88,1,235,0.0042553191489361,300,9,134
Math88,2,235,0.0085106382978723,300,9,49
Math88,2,235,0.0085106382978723,300,9,49
Math88,1,235,0.0042553191489361,300,9,134
Math89,7,45,0.1555555555555555,300,9,29
Math89,7,45,0.1555555555555555,300,9,1
Math90,1,42,0.0238095238095238,300,9,1
Math91,3,59,0.0508474576271186,300,9,32
Math91,3,59,0.0508474576271186,300,9,32
Math92,1,13,0.0769230769230769,300,9,3
Math92,2,13,0.1538461538461538,300,9,0
Math92,2,13,0.1538461538461538,300,9,0
Math92,2,13,0.1538461538461538,300,9,0
Math92,2,13,0.1538461538461538,300,9,0
Math92,4,13,0.3076923076923077,300,9,5
Math92,2,13,0.1538461538461538,300,9,0
Math92,3,13,0.2307692307692307,300,9,7
Math92,4,13,0.3076923076923077,300,9,5
Math92,4,13,0.3076923076923077,300,9,5
Math92,7,13,0.5384615384615384,300,9,2
Math92,7,13,0.5384615384615384,300,9,2
Math93,4,14,0.2857142857142857,300,9,1
Math93,4,14,0.2857142857142857,300,9,1
Math93,4,14,0.2857142857142857,300,9,1
Math93,4,14,0.2857142857142857,300,9,1
Math94,4,14,0.2857142857142857,300,9,1
Math96,2,44,0.0454545454545454,300,9,10
Math97,2,1,2.0,300,9,0
Math97,1,1,1.0,300,9,0
Math97,2,1,2.0,300,9,0
Math97,1,1,1.0,300,9,0
Math97,1,1,1.0,300,9,0
Math98,1,1,1.0,300,9,0
Math99,12,17,0.7058823529411765,300,9,2
Math99,12,17,0.7058823529411765,300,9,2
Math101,1,32,0.03125,300,9,2
Math102,1,213,0.0046948356807511,300,9,35
Math102,1,213,0.0046948356807511,300,9,35
Math102,1,213,0.0046948356807511,300,9,35
Math103,10,30,0.3333333333333333,300,9,21
Math103,10,30,0.3333333333333333,300,9,21
Math105,18,36,0.5,300,9,18
Math106,1,31,0.032258064516129,300,9,19
Math106,1,31,0.032258064516129,300,9,19
Math106,1,31,0.032258064516129,300,9,19
Math106,1,31,0.032258064516129,300,9,19
Chart1,113,1402,0.0805991440798858,300,9,1020
Chart2,49,230,0.2130434782608695,300,9,105
Chart2,49,230,0.2130434782608695,300,9,105
Chart2,49,230,0.2130434782608695,300,9,105
Chart2,49,230,0.2130434782608695,300,9,105
Chart2,51,230,0.2217391304347826,300,9,61
Chart2,51,230,0.2217391304347826,300,9,61
Chart2,51,230,0.2217391304347826,300,9,61
Chart2,51,230,0.2217391304347826,300,9,61
Chart3,1,197,0.0050761421319796,300,9,25
Chart4,123,3892,0.0316032887975334,300,9,869
Chart4,299,3892,0.0768242548818088,300,9,2459
Chart5,3,104,0.0288461538461538,300,9,5
Chart5,3,104,0.0288461538461538,300,9,5
Chart6,8,98,0.0816326530612244,300,9,13
Chart7,6,158,0.0379746835443038,300,9,78
Chart7,6,158,0.0379746835443038,300,9,78
Chart8,6,45,0.1333333333333333,300,9,13
Chart9,2,305,0.0065573770491803,300,9,97
Chart10,1,2,0.5,300,9,1
Chart11,1,30,0.0333333333333333,300,9,0
Chart12,4,1010,0.0039603960396039,300,9,627
Chart13,1,205,0.0048780487804878,300,9,140
Chart14,169,1460,0.1157534246575342,300,9,19
Chart14,135,1460,0.0924657534246575,300,9,237
Chart14,123,1460,0.0842465753424657,300,9,1128
Chart14,133,1460,0.0910958904109589,300,9,1047
Chart15,639,2342,0.2728437233134073,300,9,487
Chart15,366,2342,0.1562766865926558,300,9,638
Chart15,365,2342,0.1558497011101622,300,9,638
Chart16,5,90,0.0555555555555555,300,9,64
Chart16,5,90,0.0555555555555555,300,9,64
Chart16,33,90,0.3666666666666666,300,9,72
Chart17,23,322,0.0714285714285714,300,9,24
Chart18,1,121,0.0082644628099173,300,9,65
Chart18,2,121,0.0165289256198347,300,9,65
Chart18,3,121,0.024793388429752,300,9,100
Chart18,11,121,0.0909090909090909,300,9,9
Chart18,11,121,0.0909090909090909,300,9,9
Chart18,11,121,0.0909090909090909,300,9,9
Chart19,197,1095,0.1799086757990867,300,9,921
Chart19,61,1095,0.0557077625570776,300,9,498
Chart20,27,168,0.1607142857142857,300,9,58
Chart21,3,191,0.0157068062827225,300,9,13
Chart21,3,191,0.0157068062827225,300,9,13
Chart21,35,191,0.1832460732984293,300,9,130
Chart21,37,191,0.193717277486911,300,9,130
Chart22,21,67,0.3134328358208955,300,9,49
Chart22,21,67,0.3134328358208955,300,9,49
Chart22,2,67,0.0298507462686567,300,9,63
Chart22,2,67,0.0298507462686567,300,9,62
Chart22,2,67,0.0298507462686567,300,9,62
Chart22,2,67,0.0298507462686567,300,9,62
Chart22,2,67,0.0298507462686567,300,9,62
Chart24,5,11,0.4545454545454545,300,9,10
Chart25,3,2427,0.0012360939431396,300,9,1078
Chart25,2280,2427,0.9394313967861556,300,9,713
Chart25,7,2427,0.0028842192006592,300,9,150
Chart25,3,2427,0.0012360939431396,300,9,1078
Chart25,3,2427,0.0012360939431396,300,9,1078
Chart25,2280,2427,0.9394313967861556,300,9,713
Chart26,548,4071,0.1346106607713092,300,9,1494
Chart26,549,4071,0.1348563006632277,300,9,1365
Mockito1,10,648,0.015432098765432,300,9,433
Mockito2,11,432,0.0254629629629629,300,9,404
Mockito3,6,606,0.0099009900990099,300,9,402
Mockito3,6,606,0.0099009900990099,300,9,402
Mockito3,6,606,0.0099009900990099,300,9,402
Mockito3,6,606,0.0099009900990099,300,9,402
Mockito4,20,597,0.033500837520938,300,9,285
Mockito4,64,597,0.1072026800670016,300,9,387
Mockito4,4,597,0.0067001675041876,300,9,43
Mockito5,235,660,0.3560606060606061,300,9,458
Mockito6,154,628,0.2452229299363057,300,9,475
Mockito6,164,628,0.2611464968152866,300,9,265
Mockito6,176,628,0.2802547770700637,300,9,595
Mockito6,187,628,0.2977707006369426,300,9,270
Mockito6,182,628,0.2898089171974522,300,9,603
Mockito6,160,628,0.2547770700636942,300,9,78
Mockito6,174,628,0.2770700636942675,300,9,130
Mockito6,144,628,0.2292993630573248,300,9,601
Mockito6,143,628,0.2277070063694267,300,9,310
Mockito6,123,628,0.1958598726114649,300,9,390
Mockito6,101,628,0.160828025477707,300,9,62
Mockito6,114,628,0.1815286624203821,300,9,59
Mockito6,118,628,0.1878980891719745,300,9,111
Mockito6,131,628,0.2085987261146497,300,9,87
Mockito6,137,628,0.2181528662420382,300,9,291
Mockito6,153,628,0.2436305732484076,300,9,423
Mockito6,159,628,0.2531847133757962,300,9,90
Mockito6,169,628,0.269108280254777,300,9,332
Mockito6,168,628,0.267515923566879,300,9,216
Mockito6,170,628,0.2707006369426751,300,9,206
Mockito7,8,530,0.0150943396226415,300,9,248
Mockito8,3,23,0.1304347826086956,300,9,8
Mockito9,265,604,0.4387417218543046,300,9,545
Mockito9,265,604,0.4387417218543046,300,9,545
Mockito9,265,604,0.4387417218543046,300,9,545
Mockito10,25,536,0.0466417910447761,300,9,275
Mockito10,21,536,0.0391791044776119,300,9,62
Mockito10,21,536,0.0391791044776119,300,9,62
Mockito10,26,536,0.0485074626865671,300,9,417
Mockito10,3,536,0.0055970149253731,300,9,34
Mockito10,4,536,0.0074626865671641,300,9,392
Mockito11,27,333,0.081081081081081,300,9,42
Mockito11,27,333,0.081081081081081,300,9,42
Mockito11,27,333,0.081081081081081,300,9,42
Mockito12,1,427,0.0023419203747072,300,9,116
Mockito12,1,427,0.0023419203747072,300,9,116
Mockito12,1,427,0.0023419203747072,300,9,116
Mockito14,94,411,0.2287104622871046,300,9,167
Mockito15,69,361,0.1911357340720221,300,9,16
Mockito15,69,361,0.1911357340720221,300,9,16
Mockito17,46,313,0.1469648562300319,300,9,191
Mockito17,150,313,0.4792332268370607,300,9,300
Mockito17,25,313,0.0798722044728434,300,9,52
Mockito17,25,313,0.0798722044728434,300,9,52
Mockito18,3,290,0.0103448275862068,300,9,20
Mockito19,5,515,0.0097087378640776,300,9,231
Mockito19,24,515,0.0466019417475728,300,9,153
Mockito19,15,515,0.029126213592233,300,9,511
Mockito19,15,515,0.029126213592233,300,9,511
Mockito19,15,515,0.029126213592233,300,9,511
Mockito19,43,515,0.0834951456310679,300,9,221
Mockito19,43,515,0.0834951456310679,300,9,127
Mockito19,24,515,0.0466019417475728,300,9,153
Mockito19,15,515,0.029126213592233,300,9,511
Mockito21,4,306,0.0130718954248366,300,9,301
Mockito21,9,306,0.0294117647058823,300,9,218
Mockito21,9,306,0.0294117647058823,300,9,218
Mockito21,9,306,0.0294117647058823,300,9,218
Mockito22,7,322,0.0217391304347826,300,9,117
Mockito23,4,555,0.0072072072072072,300,9,143
Mockito23,13,555,0.0234234234234234,300,9,17
Mockito23,10,555,0.018018018018018,300,9,288
Mockito23,8,555,0.0144144144144144,300,9,34
Mockito24,34,785,0.043312101910828,300,9,477
Mockito25,23,768,0.0299479166666666,300,9,226
Mockito25,23,768,0.0299479166666666,300,9,226
Mockito25,17,768,0.0221354166666666,300,9,422
Mockito25,14,768,0.0182291666666666,300,9,574
Mockito25,14,768,0.0182291666666666,300,9,574
Mockito25,14,768,0.0182291666666666,300,9,574
Mockito25,14,768,0.0182291666666666,300,9,574
Mockito25,14,768,0.0182291666666666,300,9,574
Mockito25,14,768,0.0182291666666666,300,9,574
Mockito25,14,768,0.0182291666666666,300,9,574
Mockito26,2,726,0.0027548209366391,300,9,455
Mockito27,22,454,0.0484581497797356,300,9,38
Mockito27,20,454,0.0440528634361233,300,9,103
Mockito28,85,384,0.2213541666666666,300,9,161
Mockito29,14,429,0.0326340326340326,300,9,230
Mockito30,32,231,0.1385281385281385,300,9,212
Mockito30,13,231,0.0562770562770562,300,9,218
Mockito30,32,231,0.1385281385281385,300,9,212
Mockito31,2,229,0.0087336244541484,300,9,217
Mockito31,2,229,0.0087336244541484,300,9,217
Mockito32,25,417,0.0599520383693045,300,9,193
Mockito33,30,421,0.0712589073634204,300,9,347
Mockito33,30,421,0.0712589073634204,300,9,347
Mockito34,55,504,0.1091269841269841,300,9,276
Mockito35,194,358,0.5418994413407822,300,9,316
Mockito35,140,358,0.3910614525139664,300,9,274
Mockito35,199,358,0.5558659217877095,300,9,73
Mockito37,3,329,0.0091185410334346,300,9,157
Mockito37,3,329,0.0091185410334346,300,9,157
Mockito38,112,367,0.3051771117166212,300,9,235
Lang1,1,271,0.003690036900369,300,9,3
Lang1,1,271,0.003690036900369,300,9,3
Lang1,1,271,0.003690036900369,300,9,3
Lang2,1,16,0.0625,300,9,5
Lang3,12,345,0.0347826086956521,300,9,1
Lang3,12,345,0.0347826086956521,300,9,1
Lang3,12,345,0.0347826086956521,300,9,1
Lang3,12,345,0.0347826086956521,300,9,1
Lang4,4,11,0.3636363636363636,300,9,3
Lang4,1,11,0.0909090909090909,300,9,8
Lang4,1,11,0.0909090909090909,300,9,8
Lang4,4,11,0.3636363636363636,300,9,3
Lang5,1,16,0.0625,300,9,7
Lang5,1,16,0.0625,300,9,7
Lang6,45,642,0.0700934579439252,300,9,519
Lang7,83,471,0.1762208067940552,300,9,3
Lang7,83,471,0.1762208067940552,300,9,3
Lang7,83,471,0.1762208067940552,300,9,3
Lang7,125,471,0.2653927813163482,300,9,466
Lang7,125,471,0.2653927813163482,300,9,466
Lang8,3,154,0.0194805194805194,300,9,112
Lang8,1,154,0.0064935064935064,300,9,76
Lang8,1,154,0.0064935064935064,300,9,76
Lang9,9,157,0.0573248407643312,300,9,155
Lang10,3,156,0.0192307692307692,300,9,44
Lang10,3,156,0.0192307692307692,300,9,44
Lang10,3,156,0.0192307692307692,300,9,44
Lang10,3,156,0.0192307692307692,300,9,44
Lang10,3,156,0.0192307692307692,300,9,44
Lang10,3,156,0.0192307692307692,300,9,44
Lang10,3,156,0.0192307692307692,300,9,44
Lang10,3,156,0.0192307692307692,300,9,44
Lang10,3,156,0.0192307692307692,300,9,44
Lang11,1,15,0.0666666666666666,300,9,7
Lang12,1,13,0.0769230769230769,300,9,7
Lang12,1,13,0.0769230769230769,300,9,7
Lang12,1,13,0.0769230769230769,300,9,7
Lang13,4,13,0.3076923076923077,300,9,6
Lang13,3,13,0.2307692307692307,300,9,6
Lang13,1,13,0.0769230769230769,300,9,5
Lang13,1,13,0.0769230769230769,300,9,5
Lang14,2,257,0.0077821011673151,300,9,198
Lang14,2,257,0.0077821011673151,300,9,198
Lang15,81,579,0.1398963730569948,300,9,48
Lang15,81,579,0.1398963730569948,300,9,48
Lang15,81,579,0.1398963730569948,300,9,48
Lang15,88,579,0.1519861830742659,300,9,540
Lang16,11,437,0.0251716247139588,300,9,2
Lang17,58,405,0.1432098765432098,300,9,260
Lang17,58,405,0.1432098765432098,300,9,260
Lang17,58,405,0.1432098765432098,300,9,260
Lang17,58,405,0.1432098765432098,300,9,260
Lang17,58,405,0.1432098765432098,300,9,260
Lang17,55,405,0.1358024691358024,300,9,328
Lang17,55,405,0.1358024691358024,300,9,328
Lang17,55,405,0.1358024691358024,300,9,328
Lang17,55,405,0.1358024691358024,300,9,328
Lang17,58,405,0.1432098765432098,300,9,260
Lang18,9,124,0.0725806451612903,300,9,121
Lang18,9,124,0.0725806451612903,300,9,121
Lang18,9,124,0.0725806451612903,300,9,121
Lang18,9,124,0.0725806451612903,300,9,121
Lang19,2,14,0.1428571428571428,300,9,10
Lang19,2,14,0.1428571428571428,300,9,10
Lang19,14,14,1.0,300,9,8
Lang19,2,14,0.1428571428571428,300,9,10
Lang19,14,14,1.0,300,9,8
Lang20,1,239,0.00418410041841,300,9,83
Lang20,4,239,0.0167364016736401,300,9,4
Lang21,4,83,0.0481927710843373,300,9,69
Lang22,1,62,0.0161290322580645,300,9,7
Lang22,1,62,0.0161290322580645,300,9,7
Lang23,29,103,0.2815533980582524,300,9,41
Lang24,1,344,0.002906976744186,300,9,238
